model,linear_type,tp_size,dtype,M,K,N,onednn_geomean_ms,onednn_min_ms,onednn_max_ms,onednn_tflops,sgl_geomean_ms,sgl_min_ms,sgl_max_ms,sgl_tflops,sgl_skipped_reason,speedup_onednn_over_sgl,winner,arithmetic_intensity_flops_per_byte
GLM-5.2-FP8,down,1,bf16,1,10944,4096,0.1882803481185464,0.187952,0.188498,0.4761689092668975,0.1801718572869581,0.1789405,0.18171549999999997,0.49759851149899664,,0.9569339502894747,sgl,0.9996645976384819
GLM-5.2-FP8,down,1,bf16,8,10944,4096,0.2110810552143253,0.21041349999999998,0.2116115,3.397869994878273,0.2024574897909443,0.200983,0.2039395,3.5426003984372265,,0.9591457157790646,sgl,7.978584528460934
GLM-5.2-FP8,down,1,bf16,16,10944,4096,0.22528258597019504,0.22476000000000002,0.225715,6.367345091598772,0.21613583474888876,0.21580749999999999,0.2167235,6.636807680071086,,0.959398764969271,sgl,15.914566812842244
GLM-5.2-FP8,down,1,bf16,32,10944,4096,0.246909372846801,0.245976,0.2494905,11.619258932628929,0.23710979914089572,0.2356745,0.2390375,12.099474363331716,,0.9603110501925515,sgl,31.6600822673236
GLM-5.2-FP8,down,1,bf16,64,10944,4096,0.4016672541748181,0.3978475,0.4039435,14.284977957159354,0.4486245216513209,0.44510700000000003,0.4516825,12.789777631592614,,1.1169058891120498,onednn,62.65462027014939
GLM-5.2-FP8,down,1,bf16,128,10944,4096,0.5611888399211781,0.5598380000000001,0.5637795,20.448759718051075,0.8813739599425285,0.8797619999999999,0.8841220000000001,13.020143849891237,,1.5705479105149742,onednn,122.72927983178553
GLM-5.2-FP8,down,1,bf16,256,10944,4096,0.8783342323332007,0.874992,0.8822285000000001,26.130407586452044,1.5509929421341517,1.5258145,1.569505,14.797766556190334,,1.7658345593728086,onednn,235.7509256142713
GLM-5.2-FP8,down,1,bf16,512,10944,4096,1.549239567907012,1.5395765,1.5581019999999999,29.629028283865228,2.89492487987166,2.8831185,2.899103,15.856184488640334,,1.868610213578936,onednn,436.9407361197754
GLM-5.2-FP8,down,1,bf16,1024,10944,4096,3.2009921800476335,3.1988655,3.2042265,28.68014690077558,5.503728027106672,5.460300999999999,5.548769500000001,16.680498291312215,,1.7193819033399738,onednn,762.1501632208923
GLM-5.2-FP8,down,1,bf16,2048,10944,4096,5.501790429049242,5.496465,5.507122,33.37274552199354,10.85121458082651,10.766132500000001,10.900562,16.92067284600826,,1.9723060557764094,onednn,1213.892547660312
GLM-5.2-FP8,down,1,bf16,4096,10944,4096,10.451134005364855,10.438122,10.4592105,35.13682856037402,20.94516094261411,20.8464405,21.014885,17.532436480870903,,2.0041041414130163,onednn,1725.1625615763546
GLM-5.2-FP8,down,1,fp16,1,10944,4096,0.19070116149341804,0.19043149999999998,0.191412,0.4701242892172649,0.18143814150534554,0.1807875,0.18205949999999999,0.4941256962630353,,0.9514265151007368,sgl,0.9996645976384819
GLM-5.2-FP8,down,1,fp16,8,10944,4096,0.2091842732219343,0.208072,0.21014850000000002,3.4286802394511664,0.20031064477469265,0.1994085,0.2016445,3.580568495532169,,0.9575798490461701,sgl,7.978584528460934
GLM-5.2-FP8,down,1,fp16,16,10944,4096,0.2221369710566818,0.217836,0.22374100000000002,6.457511152585117,0.21276612877694512,0.210193,0.21462599999999998,6.741918820658799,,0.9578150263093956,sgl,15.914566812842244
GLM-5.2-FP8,down,1,fp16,32,10944,4096,0.24813572421176627,0.2471995,0.2485135,11.561833529264788,0.23793690911653667,0.23619649999999998,0.2405135,12.057414491313196,,0.958898239551651,sgl,31.6600822673236
GLM-5.2-FP8,down,1,fp16,64,10944,4096,0.40201306502445155,0.40036099999999997,0.403836,14.272690047153096,0.45429457472471285,0.45098499999999997,0.461295,12.630148346977107,,1.1300492801075541,onednn,62.65462027014939
GLM-5.2-FP8,down,1,fp16,128,10944,4096,0.5643524936490407,0.562216,0.5667625000000001,20.33412782461532,0.8856642009296236,0.8845055,0.8876825,12.957073044111752,,1.569345773955949,onednn,122.72927983178553
